Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / AUD,Price / AUD,Compare At Price / AUD,Included / CAD,Price / CAD,Compare At Price / CAD,Included / GBP,Price / GBP,Compare At Price / GBP,Included / INR,Price / INR,Compare At Price / INR,Included / NLD,Price / NLD,Compare At Price / NLD,Status
vellanki-kaju-pista-rolls,,,,,,,,,500gms,,,,,vellanki-kaju-pista-rolls-1,500,,20,deny,manual,19,20,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/DSC03353-min-720x400.jpg?v=1649734873,2,vellanki-kaju-pista-rolls-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/DSC03353-min-720x400_1190a9c0-ce6e-4676-a0a1-a78f39354637.jpg?v=1672859263,g,,,,,,,,,,,15.5,16.5,,804,,,17.5,19,
vellanki-kaju-pista-rolls,,,,,,,,,1 Kg,,,,,vellanki-kaju-pista-rolls-2,1000,,0,deny,manual,36,37.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/DSC03353-min-720x400_8cb69dd9-7dcf-4f32-8965-e1fcc7464953.jpg?v=1654494146,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/DSC03353-min-720x400_1190a9c0-ce6e-4676-a0a1-a78f39354637.jpg?v=1672859263,g,,,,,,,,,,,31.5,32.5,,1602,,,35,35.5,
vellanki-kaju-pista-rolls,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/DSC03353-min-720x400_1190a9c0-ce6e-4676-a0a1-a78f39354637.jpg?v=1672859263,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-kaju-pakoda,Kaju Pakoda,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                Spicy, crunchy and absolutely appetising - that’s the Kaju Pakodi from Vellanki Foods! Made with the perfect amount of flour, spices and cashews, this pakodi is a perfect buddy to a nice cup of tea or coffee.
The cashews can also keep you satiated for a long time and ensure that you don’t reach out for junk food all that often. Our Kaju Pakodis are also a massive hit with kids, and many parents pack their children’s snack-box with them!

                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Cashews, Gram flour, Rice flour, Salt, Chilli Powder, Sunflower Oil, Curry leaves.</li>
                                </ul>
                    </div>",Vellanki Foods,,,"HSN:21069099, Namkeen, Indian Snacks",TRUE,Size,250gms,,,,,vellanki-kaju-pakoda-0,250,,-30,deny,manual,8,11,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_pakodi-_1_-720x400_78efce61-cf06-4413-b1ce-9c1db54c1aed.jpg?v=1649734873,1,vellanki-kaju-pakoda-cherrypick,FALSE,Buy Vellanki Foods Kaju Pakoda Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_pakodi-_1_-720x400_4cb50e41-c29e-4266-a6b3-12fb8c4da0ad.jpg?v=1672859084,g,,,TRUE,TRUE,,,TRUE,,,TRUE,6.5,9,TRUE,269,,TRUE,8,9.5,active
vellanki-kaju-pakoda,,,,,,,,,500gms,,,,,vellanki-kaju-pakoda-1,500,,14,deny,manual,16,16.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_pakodi-_1_-720x400.jpg?v=1649734873,2,vellanki-kaju-pakoda-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_pakodi-_1_-720x400_4cb50e41-c29e-4266-a6b3-12fb8c4da0ad.jpg?v=1672859084,g,,,,,,,,,,,12.5,13.5,,539,,,14,15,
vellanki-kaju-pakoda,,,,,,,,,1 Kg,,,,,vellanki-kaju-pakoda-2,1000,,16,deny,manual,31,32,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_pakodi-_1_-720x400_c8d04bc1-2ebb-410a-8454-ef4087c61f74.jpg?v=1654494212,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_pakodi-_1_-720x400_4cb50e41-c29e-4266-a6b3-12fb8c4da0ad.jpg?v=1672859084,g,,,,,,,,,,,25,25.5,,1071,,,27.5,28,
vellanki-kaju-pakoda,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_pakodi-_1_-720x400_4cb50e41-c29e-4266-a6b3-12fb8c4da0ad.jpg?v=1672859084,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-kaju-chudva,Kaju Chudva,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                The Kaju Chudva from Vellanki Foods is nothing but the classic Poha Chudva, with a generous share of cashew nuts (kaju). If you are a parent, the Kaju Chudva is that delicious camouflage that can ensure your kids their daily dose of nuts, minus the fuss!
Made with flattened rice, tempered with the right combination of spices and cooked in sunflower oil, the Kaju Chudva makes for a crunchy snack that will complement your evening cup of hot tea or coffee quite well. Order some crunchy goodness today!

                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Flattened rice, Pepper, Cashews, Salt, Sunflower Oil</li>
                                </ul>
                    </div>",Vellanki Foods,,,"HSN:21069099, Namkeen, Indian Snacks",TRUE,Size,250gms,,,,,vellanki-kaju-chudva-0,250,,12,deny,manual,7.5,10,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/kaju_chudava-720x400_8429a2d0-fc12-47d7-9dff-67ef1276b615.jpg?v=1649734874,1,vellanki-kaju-chudva-cherrypick,FALSE,Buy Vellanki Foods Kaju Chudva Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/kaju_chudava-720x400_0a26759b-9cf3-4312-867b-9bde7fda6937.jpg?v=1672859357,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5.5,8,TRUE,196,,TRUE,7,8.5,active
vellanki-kaju-chudva,,,,,,,,,500gms,,,,,vellanki-kaju-chudva-1,500,,0,deny,manual,14,14.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/kaju_chudava-720x400.jpg?v=1649734874,2,vellanki-kaju-chudva-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/kaju_chudava-720x400_0a26759b-9cf3-4312-867b-9bde7fda6937.jpg?v=1672859357,g,,,,,,,,,,,11,11.5,,393,,,12,13,
vellanki-kaju-chudva,,,,,,,,,1 Kg,,,,,vellanki-kaju-chudva-2,1000,,0,deny,manual,27,27.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/kaju_chudava-720x400_d21f48f8-0bdf-4870-8f14-9b84169396da.jpg?v=1654494216,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/kaju_chudava-720x400_0a26759b-9cf3-4312-867b-9bde7fda6937.jpg?v=1672859357,g,,,,,,,,,,,21.5,22,,780,,,23.5,24,
vellanki-kaju-chudva,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/kaju_chudava-720x400_0a26759b-9cf3-4312-867b-9bde7fda6937.jpg?v=1672859357,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-kaju-burfi,Kaju Burfi,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                Cashews are one of the most sought after nuts to make exotic sweets, and rightly so! Kaju ki Burfi is a mild yet enticing sweet which is loved by millions in our country. In fact, the sweet is so perfect in its taste that it is the most commonly served sweets in weddings and other functions. 
The speciality of the kaju ki burfi is the simplicity of the ingredients and the contrasting richness in taste that is brought out. At Vellanki Foods, we put in the time and effort to choose the best ingredients and preparation methods to give you only the most delicious versions of the Kaju ki Burfi. Order a box of Kaju ki Burfi now and enjoy a box full of mouth-watering delight!
                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Cashews, Sugar, Ghee.</li>
                                </ul>
                    </div>",Vellanki Foods,,,"HSN:21069099, Sweets, Indian Sweets",TRUE,Size,250gms,,,,,vellanki-kaju-burfi-0,250,,-11,deny,manual,9.5,12,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_Barfi-_1_-720x400_c15fc315-355b-40b8-93dc-bbabdb56a308.jpg?v=1649734874,1,vellanki-kaju-burfi-cherrypick,FALSE,Buy Vellanki Foods Kaju Burfi Online | Cherrypick,"Savor the rich & authentic taste of Vellanki Foods Kaju Burfi, an Indian sweet with a perfect blend of cashews & sweet flavor. Buy Kaju Burfi online!",,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_Barfi-_1_-720x400_b0f4e6cb-3ec2-4c0a-826f-516484b77fa5.jpg?v=1672859266,g,,,TRUE,TRUE,,,TRUE,,,TRUE,8,10.5,TRUE,401,,TRUE,10,11.5,active
vellanki-kaju-burfi,,,,,,,,,500gms,,,,,vellanki-kaju-burfi-1,500,,-6,deny,manual,19,20,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_Brfi-720x400_11f12157-f3d4-4944-b731-fc5c24364181.jpg?v=1649734874,2,vellanki-kaju-burfi-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_Barfi-_1_-720x400_b0f4e6cb-3ec2-4c0a-826f-516484b77fa5.jpg?v=1672859266,g,,,,,,,,,,,15.5,16.5,,804,,,17.5,19,
vellanki-kaju-burfi,,,,,,,,,1 Kg,,,,,vellanki-kaju-burfi-2,1000,,18,deny,manual,36,37.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_Barfi-_1_-720x400.jpg?v=1649734874,3,vellanki-kaju-burfi-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_Barfi-_1_-720x400_b0f4e6cb-3ec2-4c0a-826f-516484b77fa5.jpg?v=1672859266,g,,,,,,,,,,,31.5,32.5,,1602,,,35,35.5,
vellanki-kaju-burfi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_Barfi-_1_-720x400_b0f4e6cb-3ec2-4c0a-826f-516484b77fa5.jpg?v=1672859266,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-kaju-hot,Kaju (Hot),"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                
Cashews are among the best-loved nuts in India. They are, therefore, used as key ingredients in the making of several sweets and used to garnish quite a few others. What about the spice lovers, though? Don’t worry, we’ve got a hot favourite kaju just for you!


Roasted in ghee with just the right mix of spices, the flavoured cashew nuts from Vellanki Foods are nothing short of a delight. A snack for teatime or an accompaniment for a weekend binge-watch session - these hot kajus are perfect as both! It comes with a shelf life of ten days, but this Vellanki Foods product is sure to vanish from your kitchen sooner than you think!


                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Cashews, Salt, Chilli powder, Ghee.</li>
                                </ul>
                    </div>",Vellanki Foods,,,"GN:Savories, HSN:21069099, Namkeen, Indian Snacks",TRUE,Size,250gms,,,,,vellanki-kaju-(hot)-0,250,,17,deny,manual,11,14,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/VU0B4099-720x400.jpg?v=1649734875,1,vellanki-kaju-hot-cherrypick,FALSE,Buy Vellanki Foods Kaju (Hot) Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/VU0B4099-720x400_8de9dfd6-abd5-401b-b4ab-6d09a87e4060.jpg?v=1672859355,g,,,TRUE,TRUE,,,TRUE,,,TRUE,9,11.5,TRUE,466,,TRUE,10.5,12.5,active
vellanki-kaju-hot,,,,,,,,,500gms,,,,,vellanki-kaju-(hot)-1,500,,0,deny,manual,21,22,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/VU0B4099-720x400_02ff9e73-37d7-4b1c-b123-195537efa26d.jpg?v=1654494222,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/VU0B4099-720x400_8de9dfd6-abd5-401b-b4ab-6d09a87e4060.jpg?v=1672859355,g,,,,,,,,,,,17,18.5,,934,,,19,20.5,
vellanki-kaju-hot,,,,,,,,,1 Kg,,,,,vellanki-kaju-(hot)-2,1000,,-1,deny,manual,41.5,43.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/VU0B4099-720x400_9d83ef7d-ea0d-4e8c-8083-0e36e73531c0.jpg?v=1663794111,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/VU0B4099-720x400_8de9dfd6-abd5-401b-b4ab-6d09a87e4060.jpg?v=1672859355,g,,,,,,,,,,,34.5,35.5,,1862,,,38.5,39,
vellanki-kaju-hot,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/VU0B4099-720x400_8de9dfd6-abd5-401b-b4ab-6d09a87e4060.jpg?v=1672859355,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-kajjikayalu,Kajjikayalu,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                
There’s nothing quite like chewing on a delicate Kajjikaya. This authentic sweet from Andhra Pradesh is prepared by the careful hands of our skilled staff, perfectly filling it with the flavours of home! Apart from the traditional modak, Kajjikaya is often prepared as an offering to Lord Ganesha during Ganesh Chaturthi.


Kajjikaya from Vellanki Foods is stuffed with a coconut, rava, chana dal, jaggery and sugar filling which will make you feel full, and yet, make you reach out for more!

                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Maida, Coconut, Semolina (Bombay Ravva), Sugar, Jaggery, Oil .</li>
                                </ul>
                    </div>",Vellanki Foods,,,"HSN:21069099, Sweets, Indian Sweets",TRUE,Size,250gms,,,,,vellanki-kajjikayalu-0,250,,-2,deny,manual,6.5,9,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kajjikayalu-720x400_004e4b2d-fe80-472b-8bf7-cf2dfff9b32d.jpg?v=1649734876,1,vellanki-kajjikayalu-cherrypick,FALSE,Buy Vellanki Foods Kajjikayalu Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kajjikayalu-720x400_dbc8bbde-1073-4f26-9817-14d6a4d6513a.jpg?v=1672859278,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5.5,7.5,TRUE,180,,TRUE,7,8.5,active
vellanki-kajjikayalu,,,,,,,,,500gms,,,,,vellanki-kajjikayalu-1,500,,17,deny,manual,13,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kajjikayalu-_1_-720x400_6f4d2aba-f968-4c69-a05f-7e737ad40cf8.jpg?v=1649734876,2,vellanki-kajjikayalu-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kajjikayalu-720x400_dbc8bbde-1073-4f26-9817-14d6a4d6513a.jpg?v=1672859278,g,,,,,,,,,,,10.5,11,,362,,,11.5,12.5,
vellanki-kajjikayalu,,,,,,,,,1 Kg,,,,,vellanki-kajjikayalu-2,1000,,-3,deny,manual,24,24.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kajjikayalu-720x400.jpg?v=1649734876,3,vellanki-kajjikayalu-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kajjikayalu-720x400_dbc8bbde-1073-4f26-9817-14d6a4d6513a.jpg?v=1672859278,g,,,,,,,,,,,21,21,,718,,,23,23,
vellanki-kajjikayalu,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kajjikayalu-720x400_dbc8bbde-1073-4f26-9817-14d6a4d6513a.jpg?v=1672859278,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-jilebi-jalebi,Jilebi (jalebi),"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                Tangy and sinfully sweet, there's nothing quite like the crunch of a jilebi on a winter's day. Traditionally a North Indian dessert, over the years we at Vellanki Foods have made jalebis our own! Made of deliciously sweet jaggery instead of sinful sugar, Vellanki Foods' jalebis stay crisp longer... and they're healthier, too!
                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Jaggery, Maida, Oil .</li>
                                </ul>
                    </div>",Vellanki Foods,,,"HSN:21069099, Sweets, Indian Sweets",FALSE,Size,250gms,,,,,vellanki-jilebi-(jalebi)-0,250,,0,deny,manual,6,8.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/JIlebi-_1_-720x400.jpg?v=1654494162,1,,FALSE,Buy Vellanki Foods Jilebi (jalebi) Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/JIlebi-_1_-720x400_3d7e3e18-79fc-4bee-92a0-4d2c55f4bdc8.jpg?v=1672859272,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5,7.5,TRUE,144,,TRUE,6.5,8,draft
vellanki-jilebi-jalebi,,,,,,,,,500gms,,,,,vellanki-jilebi-(jalebi)-1,500,,0,deny,manual,12,12.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Jilebi-720x400.jpg?v=1654494162,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/JIlebi-_1_-720x400_3d7e3e18-79fc-4bee-92a0-4d2c55f4bdc8.jpg?v=1672859272,g,,,,,,,,,,,9.5,10,,289,,,10.5,11.5,
vellanki-jilebi-jalebi,,,,,,,,,1 Kg,,,,,vellanki-jilebi-(jalebi)-2,1000,,0,deny,manual,22,22.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/JIlebi-_1_-720x400_92c00ad7-7585-4c0b-af5c-6babd80eeb84.jpg?v=1663793920,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/JIlebi-_1_-720x400_3d7e3e18-79fc-4bee-92a0-4d2c55f4bdc8.jpg?v=1672859272,g,,,,,,,,,,,19,19.5,,572,,,21,21,
vellanki-jilebi-jalebi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/JIlebi-_1_-720x400_3d7e3e18-79fc-4bee-92a0-4d2c55f4bdc8.jpg?v=1672859272,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-janthikalu,Janthikalu,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                
Remember the festival days during your childhood when you would gather around the kitchen, with your siblings and cousins, eagerly waiting for hot Janthikalu? 


At Vellanki Foods, our Janthikalu is just as traditional and amazing in its taste, and is sure to take you back to your childhood! Made with the best ingredients, it is thoroughly crunchy and equally fun to munch on.

                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Rice flour, Gram flour (besan), Urad dal (Minappappu), Ajwain, Salt, Sunflower Oil</li>
                                </ul>
                    </div>",Vellanki Foods,,,"Groceries, HSN:21069099, Indian Delicacies, Namkeen, Indian Snacks",TRUE,Size,250gms,,,,,vellanki-janthikalu-0,250,,-54,deny,manual,7,10,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Janthikalu-_1_-720x400.jpg?v=1649734877,1,vellanki-janthikalu-cherrypick,FALSE,Buy Vellanki Foods Janthikalu Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Janthikalu-_1_-720x400_06cfaecb-a5db-49c8-a0c3-065799b8d889.jpg?v=1672859366,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5.5,8,TRUE,191,,TRUE,7,8.5,active
vellanki-janthikalu,,,,,,,,,500gms,,,,,vellanki-janthikalu-1,500,,9,deny,manual,14,14.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Janthikalu-_1_-720x400_b64ba42d-5dc3-480a-8e5c-d01def3d8498.jpg?v=1649734877,2,vellanki-janthikalu-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Janthikalu-_1_-720x400_06cfaecb-a5db-49c8-a0c3-065799b8d889.jpg?v=1672859366,g,,,,,,,,,,,10.5,11.5,,383,,,11.5,13,
vellanki-janthikalu,,,,,,,,,1 Kg,,,,,vellanki-janthikalu-2,1000,,12,deny,manual,27,27.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Janthikalu-_1_-720x400_47b704c4-b839-49db-8418-71c01fc996d8.jpg?v=1654494214,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Janthikalu-_1_-720x400_06cfaecb-a5db-49c8-a0c3-065799b8d889.jpg?v=1672859366,g,,,,,,,,,,,21.5,21.5,,759,,,23.5,23.5,
vellanki-janthikalu,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Janthikalu-_1_-720x400_06cfaecb-a5db-49c8-a0c3-065799b8d889.jpg?v=1672859366,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-jangri-ghee,Jangri Ghee,"<div>
                        
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Black gram(Urad dal), Sugar, Ghee .</li>
                                </ul>
                    </div>",Vellanki Foods,,,"HSN:21069099, Sweets, Indian Sweets",FALSE,Size,250gms,,,,,vellanki-jangri-ghee-0,250,,0,deny,manual,7,9.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Jangri-720x400_0c94cafc-db15-4e0d-845c-8bcbf205d57e.jpg?v=1649734878,1,vellanki-jangri-ghee-cherrypick,FALSE,Buy Vellanki Foods Jangri Ghee Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Jangri-720x400_607d5700-4615-4c7b-9366-9d53c9242809.jpg?v=1672859315,g,,,TRUE,TRUE,,,TRUE,,,TRUE,6,8,TRUE,217,,TRUE,7.5,9,draft
vellanki-jangri-ghee,,,,,,,,,500gms,,,,,vellanki-jangri-ghee-1,500,,0,deny,manual,14,14.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Jangri-720x400_75ba13e5-06e4-44df-a02e-fe15b8c59ab5.jpg?v=1649734878,2,vellanki-jangri-ghee-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Jangri-720x400_607d5700-4615-4c7b-9366-9d53c9242809.jpg?v=1672859315,g,,,,,,,,,,,11.5,12,,435,,,12.5,13.5,
vellanki-jangri-ghee,,,,,,,,,1 Kg,,,,,vellanki-jangri-ghee-2,1000,,0,deny,manual,26,27,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Jangri-720x400.jpg?v=1649734878,3,vellanki-jangri-ghee-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Jangri-720x400_607d5700-4615-4c7b-9366-9d53c9242809.jpg?v=1672859315,g,,,,,,,,,,,22.5,23,,863,,,25,25,
vellanki-jangri-ghee,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Jangri-720x400_607d5700-4615-4c7b-9366-9d53c9242809.jpg?v=1672859315,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-iguru-karam,Iguru Karam,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                
Telugu cuisine stands out from the rest of the country other Indian cuisines due to the wide range of karam and podi that add distinct flavours to otherwise common dishes. For example, the use of Iguru Karam in a dry curry or a fried vegetable dish can transform the dish completely!


Iguru Karam from Vellanki Foods is made from handpicked spicy dry red chillies, and is complemented by the right proportions of garlic, cumin seeds and asafoetida to add that special flavour of Andhra and Telangana to your cooking, even if you are thousands of miles away in the USA!

                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Dry red chillies, Asafoetida (Inguva), Garlic, Cumin seeds</li>
                                </ul>
                    </div>",Vellanki Foods,,,"chilli powder, GN:Spices, HSN:21069099",TRUE,Size,250gms,,,,,vellanki-iguru-karam-0,250,,9,deny,manual,7,9,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Iguru_Karam-_3_-720x400_57ddcf7e-31dc-41da-82f1-4cdab6739fce.jpg?v=1649734878,1,vellanki-iguru-karam-cherrypick,FALSE,Buy Vellanki Foods Iguru Karam Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Iguru_Karam-_3_-720x400_82dd0508-c0fe-4721-8ae2-bd7cda38b178.jpg?v=1672859179,g,,,TRUE,TRUE,,,TRUE,,,TRUE,6,8,TRUE,217,,TRUE,7.5,8.5,active
vellanki-iguru-karam,,,,,,,,,500gms,,,,,vellanki-iguru-karam-1,500,,0,deny,manual,14,14,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Iguru_Karam-_3_-720x400.jpg?v=1649734878,2,vellanki-iguru-karam-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Iguru_Karam-_3_-720x400_82dd0508-c0fe-4721-8ae2-bd7cda38b178.jpg?v=1672859179,g,,,,,,,,,,,11.5,11.5,,435,,,12.5,13,
vellanki-iguru-karam,,,,,,,,,1 Kg,,,,,vellanki-iguru-karam-2,1000,,20,deny,manual,26,25.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Iguru_Karam-_3_-720x400_9e2c7ef0-7652-4f60-a0e0-1b31cb706f2d.jpg?v=1654494205,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Iguru_Karam-_3_-720x400_82dd0508-c0fe-4721-8ae2-bd7cda38b178.jpg?v=1672859179,g,,,,,,,,,,,22.5,22,,863,,,25,24,
vellanki-iguru-karam,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Iguru_Karam-_3_-720x400_82dd0508-c0fe-4721-8ae2-bd7cda38b178.jpg?v=1672859179,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
